startMJD|stopMJD|ntransits|coverage|sIndex|ra|dec|porErr|signif|flux|fluxErr|nearSources
4.99594923720056e+18|4.99596683079944e+18|3|0.97133686663198|-2.5|4.95149648741009|-0.134951311668976|0.00385651384070138|5.11266400980693|2.28256431020831e-16|5.49595835096204e-17|
4.99597079931395e+18|4.99599331668605e+18|3|0.982022588649408|-2.5|0.42014146700402|0.263307009299605|0.00215525813418798|5.13535361980139|9.79844754065554e-17|2.47617612342551e-17|
4.99598482159854e+18|4.99600786040146e+18|1|0.962606905410813|-2.5|1.46123945103719|0.384256162806772|0.00199875427906199|6.79304914567123|2.29279426719689e-16|4.71530361476236e-17|Crab Pulsar (0.08°), Crab (0.09°), 3FHL J0534.5+2201 (0.08°), 3FGL J0534.5+2201i (0.08°), 3FGL J0534.5+2201s (0.08°), 3FGL J0534.5+2201 (0.08°)
4.99598481969283e+18|4.99600786230717e+18|2|0.969157965948901|-2.5|1.46123675124186|0.385661143344803|0.00140578496594913|8.27873111049852|1.97797870168267e-16|3.3259763704973e-17|Crab Pulsar (0.12°), Crab (0.12°), 3FHL J0534.5+2201 (0.11°), 3FGL J0534.5+2201i (0.11°), 3FGL J0534.5+2201s (0.11°), 3FGL J0534.5+2201 (0.11°)
4.99598481064239e+18|4.99600785135761e+18|3|0.971062858803081|-2.5|1.46047115643937|0.384957287171932|0.00199874772848123|9.07041439995174|1.73849784608051e-16|2.62791910034069e-17|Crab Pulsar (0.06°), Crab (0.06°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.05°)
4.99602196265867e+18|4.99604142134133e+18|2|0.981303452705406|-2.0|4.03972185800246|-0.0296030992656207|0.00260528571238917|5.16497866316897|4.32971140863164e-17|1.508520791508e-17|
4.99607098559854e+18|4.99609402440146e+18|2|0.935485398056403|-2.5|1.46123935895223|0.384255859754096|0.00142203823017901|7.21521767066145|1.66610861171202e-16|3.14158277111718e-17|Crab Pulsar (0.08°), Crab (0.09°), 3FHL J0534.5+2201 (0.08°), 3FGL J0534.5+2201i (0.08°), 3FGL J0534.5+2201s (0.08°), 3FGL J0534.5+2201 (0.08°)
4.99607097464239e+18|4.99609401535761e+18|3|0.94853534757489|-2.5|1.46047106444222|0.384956984113254|0.00140538334679919|8.67090918168891|1.6508942131335e-16|2.61233062232523e-17|Crab Pulsar (0.06°), Crab (0.06°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.05°)
4.99615706753052e+18|4.99618010246948e+18|3|0.952724615325114|-3.0|1.45510650149282|0.382841552505309|0.00142284457529432|6.04807787377192|1.73801975104611e-16|3.17276718770505e-17|
4.99615713153052e+18|4.99618016646948e+18|2|0.929086922987671|-2.5|1.45970816365136|0.382849145566374|0.00199878354597763|5.60711830933148|1.41424838765067e-16|3.21268452079695e-17|Crab Pulsar (0.08°), Crab (0.08°), 3FHL J0534.5+2201 (0.08°), 3FGL J0534.5+2201i (0.08°), 3FGL J0534.5+2201s (0.08°), 3FGL J0534.5+2201 (0.09°)
4.99615714056125e+18|4.99618017743875e+18|3|0.952728593537387|-2.5|1.4604737617688|0.383552403119439|0.00142244181039862|8.50789229854757|1.70340211353178e-16|2.64956414525271e-17|Crab Pulsar (0.06°), Crab (0.06°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.06°)
4.99617611057457e+18|4.99619919942543e+18|2|0.926525179012035|-2.5|2.84613394842754|0.406445210664864|0.00141702934664285|5.44822060130784|1.12204299336644e-16|2.95671727391079e-17|
4.99617611057457e+18|4.99619919942543e+18|3|0.951016786008024|-2.5|2.84613394842754|0.406445210664864|0.00199869323147847|5.36813442876376|9.31809517720618e-17|2.40101305409769e-17|
4.99623008203373e+18|4.99625004996627e+18|1|0.843624471707331|-2.5|0.385050373059387|0.00238639505492766|0.00239128338703396|5.02652363121428|2.22610533856655e-16|6.35542849775249e-17|
4.99624319956125e+18|4.99626623643875e+18|1|0.948287991724333|-2.5|1.45280438537792|0.38353971631861|0.00142244181039862|6.03440276200175|2.05447158529975e-16|4.7757111824055e-17|
4.99624319956125e+18|4.99626623643875e+18|2|0.967756880247613|-2.5|1.45280438537792|0.38353971631861|0.00142244181039862|5.76794163245156|1.37339735528966e-16|3.13712534216933e-17|
4.99624319956125e+18|4.99626623643875e+18|3|0.935491257445498|-2.5|1.45280438537792|0.38353971631861|0.00142244181039862|6.1275705231623|1.21313828490399e-16|2.54018902803244e-17|
4.99624326356125e+18|4.99626630043875e+18|1|0.950431600368263|-2.5|1.45740603987087|0.38354730768736|0.00199876113845482|7.0460886109078|2.34960099792208e-16|4.92733071812664e-17|Crab Pulsar (0.13°), Crab (0.12°), 3FHL J0534.5+2201 (0.13°), 3FGL J0534.5+2201i (0.13°), 3FGL J0534.5+2201s (0.13°), 3FGL J0534.5+2201 (0.13°)
4.99624328456125e+18|4.99626632143875e+18|2|0.969284475495986|-2.5|1.45893992783342|0.383549838847195|0.00199876113839927|8.19926320766806|2.05582694206189e-16|3.4356133593307e-17|Crab Pulsar (0.05°), Crab (0.05°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.06°)
4.99624328456125e+18|4.99626632143875e+18|3|0.936509654275834|-2.5|1.45893992783342|0.383549838847195|0.00199876113839927|8.7459664288643|1.73535998450844e-16|2.6898316501109e-17|Crab Pulsar (0.05°), Crab (0.05°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.06°)
4.99626227457457e+18|4.99628536342543e+18|3|0.951015478883175|-2.5|2.84613394842754|0.406445210664864|0.00223961361718462|5.01814897019179|8.06031530534413e-17|2.25723407118826e-17|
4.99631494422733e+18|4.99633781177267e+18|1|0.974368145282642|-2.5|0.395556296435628|0.332805224601054|0.00228000262231554|5.02631698820024|1.50881014987353e-16|4.27968307661333e-17|
4.99632944756125e+18|4.99635248443875e+18|1|0.948726801191756|-2.5|1.45893983943159|0.383549937678083|0.00142244181055472|8.05573255502181|2.98559510974196e-16|5.16727633289858e-17|Crab Pulsar (0.05°), Crab (0.05°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.06°)
4.99632944756125e+18|4.99635248443875e+18|2|0.950011322276676|-2.5|1.45893983943159|0.383549937678083|0.000999386022274977|10.5846330841572|2.67897063223834e-16|3.58237624722589e-17|Crab Pulsar (0.05°), Crab (0.05°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.06°)
4.99632944756125e+18|4.99635248443875e+18|3|0.962416137774559|-2.5|1.45893983943159|0.383549937678083|0.000999382363168466|11.402460438972|2.36669446224967e-16|2.86422135654499e-17|Crab Pulsar (0.05°), Crab (0.05°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.06°)
4.99632946856125e+18|4.99635250543875e+18|1|0.948726801194035|-2.5|1.4604737290214|0.383552469245072|0.000999386022163887|8.08657161866708|2.95232175227446e-16|5.1181564665236e-17|Crab Pulsar (0.06°), Crab (0.06°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.06°)
4.99636623563786e+18|4.99638646236214e+18|2|0.977751493825255|-2.0|4.03979235555479|0.0237890170917834|0.00201200328306333|5.52912486360953|4.86099124099678e-17|1.42929906772636e-17|
4.99636622998873e+18|4.99638644801127e+18|3|0.985161278784699|-2.0|4.03902448821058|0.0231388240480122|0.0020120175852869|5.17439180143229|3.63400551304276e-17|1.0846749569505e-17|
4.99641833992888e+18|4.99643766607112e+18|1|0.984106916104118|-3.0|1.52333065808454|-0.0391110689688143|0.00334682892180917|5.00107359118466|5.00657089568181e-16|1.15461737064382e-16|
4.99641548750635e+18|4.99643852049365e+18|3|0.961220696721055|-3.0|1.44973893521732|0.382131095953671|0.00362617302330015|6.05752070183752|1.88710629035018e-16|3.37545074216282e-17|
4.99641557959854e+18|4.99643861840146e+18|1|0.986668057320253|-2.5|1.45663737073189|0.384248457840204|0.00199875427911754|6.57159909359324|2.62526547075238e-16|5.1931755796807e-17|Crab Pulsar (0.16°), Crab (0.16°), 3FHL J0534.5+2201 (0.16°), 3FGL J0534.5+2201i (0.16°), 3FGL J0534.5+2201s (0.16°), 3FGL J0534.5+2201 (0.17°)
4.99641561156125e+18|4.99643864843875e+18|2|0.967696872113568|-2.5|1.45893955003919|0.383550064082842|0.00142244181039862|10.2441080897435|2.77838480645302e-16|3.67465645725437e-17|Crab Pulsar (0.05°), Crab (0.05°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.06°)
4.99641560059854e+18|4.99643863940146e+18|3|0.962073096832426|-2.5|1.45817125786393|0.384250989075758|0.00140418470539721|12.3410805610641|2.64886176874916e-16|2.95717877637901e-17|Crab Pulsar (0.08°), Crab (0.08°), 3FHL J0534.5+2201 (0.08°), 3FGL J0534.5+2201i (0.08°), 3FGL J0534.5+2201s (0.08°), 3FGL J0534.5+2201 (0.08°)
4.99645242163786e+18|4.99647264836214e+18|3|0.98516766255017|-2.0|4.0413261335494|0.0237869468581142|0.00260476862573064|5.28060962547415|3.60347156332268e-17|1.0690760462785e-17|
4.99645016485009e+18|4.99647256914991e+18|3|0.98660928472212|-3.0|3.95716808901315|0.686286842609593|0.0025890101282363|5.00677807940007|2.29231748080703e-16|5.16632652649675e-17|
4.99650176269283e+18|4.99652480530717e+18|2|0.993335131260286|-2.5|1.45816855855585|0.385655969614763|0.00199874148882633|7.23059796364324|1.96493302127609e-16|3.4993451382132e-17|Crab Pulsar (0.11°), Crab (0.11°), 3FHL J0534.5+2201 (0.11°), 3FGL J0534.5+2201i (0.11°), 3FGL J0534.5+2201s (0.11°), 3FGL J0534.5+2201 (0.11°)
4.9965017736424e+18|4.99652481435761e+18|3|0.978468168393988|-2.5|1.45893685284867|0.384954645076997|0.00140538334695719|10.4838402561261|2.28202299926297e-16|2.89509417517502e-17|Crab Pulsar (0.06°), Crab (0.06°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.05°), 3FGL J0534.5+2201s (0.05°), 3FGL J0534.5+2201 (0.05°)
4.99652177987672e+18|4.99654433612328e+18|3|0.986993155120489|-3.0|2.90050029312811|0.666781287584124|0.00241392122990133|5.25120237946797|2.26388922212569e-16|4.80796145698835e-17|Markarian 421 (0.08°), 3FHL J1104.4+3812 (0.05°), 3FGL J1104.4+3812 (0.05°)
4.99657123021335e+18|4.99659419778665e+18|3|0.950096878541852|-3.0|0.238269711232499|0.587169936755716|0.00243200063292791|5.37133107117094|1.93944188792351e-16|4.01831109077282e-17|
4.99657995230222e+18|4.99660247369778e+18|1|1.0|-3.0|0.857937583709945|0.264424561248915|0.00215556118140411|5.31637718272309|2.90176118635414e-16|6.30414075071406e-17|
4.99658563631119e+18|4.99660783368881e+18|1|1.0|-2.5|1.26060540262282|0.216064804254672|0.00234388079742395|5.064116261804|1.71771510039461e-16|4.76333319250276e-17|
4.99658794959854e+18|4.99661098840146e+18|2|1.0|-2.5|1.45970461683037|0.384253649797089|0.00142203823010093|6.01906023755117|1.4212746332544e-16|3.15348761255428e-17|Crab Pulsar (0.00°), Crab (0.01°), 3FHL J0534.5+2201 (0.00°), 3FGL J0534.5+2201i (0.00°), 3FGL J0534.5+2201s (0.00°), 3FGL J0534.5+2201 (0.01°)
4.99658792859854e+18|4.99661096740146e+18|3|0.995556019106949|-2.5|1.45817072804955|0.384251117896948|0.00199875427906199|8.51244380400447|1.79250692072333e-16|2.75145268670299e-17|Crab Pulsar (0.08°), Crab (0.08°), 3FHL J0534.5+2201 (0.08°), 3FGL J0534.5+2201i (0.08°), 3FGL J0534.5+2201s (0.08°), 3FGL J0534.5+2201 (0.08°)
4.99660795195045e+18|4.99663051404955e+18|2|0.987770712343456|-2.5|2.90126873419814|0.665954390686702|0.00165487683944389|6.20461032986143|1.92748153362016e-16|4.10531907783557e-17|Markarian 421 (0.12°), 3FHL J1104.4+3812 (0.10°), 3FGL J1104.4+3812 (0.10°)
4.99660795195045e+18|4.99663051404955e+18|3|0.987564561312035|-3.0|2.90126873419814|0.665954390686702|0.00241548665680236|5.61157848609564|2.32185431449573e-16|4.67958127193596e-17|Markarian 421 (0.12°), 3FHL J1104.4+3812 (0.10°), 3FGL J1104.4+3812 (0.10°)
4.99660801495045e+18|4.99663057704955e+18|2|0.987770712344011|-2.5|2.90587652474652|0.665956008141776|0.00255095196896068|5.39463471461762|1.83972367362965e-16|4.25699785077723e-17|
4.99666912346299e+18|4.99669133053701e+18|2|0.986762056102908|-2.0|1.06581348838452|0.217099258498547|0.00200537692242154|5.08623070365419|3.59966996814691e-17|1.13000424011417e-17|
4.99667411359854e+18|4.99669715240146e+18|2|0.987239962034363|-2.5|1.45970354067221|0.384253748596959|0.00142203823017901|6.54958255537193|1.50687766253668e-16|3.17273097693119e-17|Crab Pulsar (0.00°), Crab (0.01°), 3FHL J0534.5+2201 (0.00°), 3FGL J0534.5+2201i (0.00°), 3FGL J0534.5+2201s (0.00°), 3FGL J0534.5+2201 (0.01°)
4.99667411359854e+18|4.99669715240146e+18|3|0.991493308022909|-2.5|1.45970354067221|0.384253748596959|0.00142203823010093|7.43878711765246|1.42647768758311e-16|2.58541118105249e-17|Crab Pulsar (0.00°), Crab (0.01°), 3FHL J0534.5+2201 (0.00°), 3FGL J0534.5+2201i (0.00°), 3FGL J0534.5+2201s (0.00°), 3FGL J0534.5+2201 (0.01°)
4.99668220939291e+18|4.9966979566071e+18|3|0.993798217333914|-2.0|1.78515654666785|-0.212808429240409|0.00328082219131347|5.08332446136659|5.49394609447618e-17|1.80746490477957e-17|
4.99669412304257e+18|4.99671669095743e+18|2|0.994284132989774|-3.0|2.90203629608133|0.66512844627436|0.0019918327099835|6.26283394382252|3.32929704408774e-16|6.0327187439901e-17|Markarian 421 (0.18°), 3FHL J1104.4+3812 (0.15°), 3FGL J1104.4+3812 (0.16°)
4.99669412304257e+18|4.99671669095743e+18|3|0.991849242555411|-2.5|2.90203629608133|0.66512844627436|0.0019918327099835|7.589029818649|2.09861378078086e-16|3.53543648632319e-17|Markarian 421 (0.18°), 3FHL J1104.4+3812 (0.15°), 3FGL J1104.4+3812 (0.16°)
4.99669418704257e+18|4.99671675495743e+18|2|0.994284132989774|-3.0|2.90664407916104|0.665130057788401|0.00120852484455045|5.60836608002025|3.12258229736451e-16|6.16630940971802e-17|
4.99669418704257e+18|4.99671675495743e+18|3|0.991849242555411|-3.0|2.90664407916104|0.665130057788401|0.00102362641468214|6.62230681632456|3.00380536895529e-16|4.99901961363098e-17|
4.99673855506849e+18|4.99676065293151e+18|1|0.986827613157105|-3.0|6.12525218913686|0.20157625787343|0.00265815617485498|5.8204541184965|3.42867922293476e-16|6.63250165931831e-17|
4.99674411973988e+18|4.99676583826013e+18|1|0.973302490532698|-2.0|0.233886770833831|0.155949716608835|0.00211797613747205|5.1218594242895|6.53621346356194e-17|2.13249113232654e-17|
4.99676028764239e+18|4.99678332835761e+18|2|0.980974965578501|-2.5|1.46046835093489|0.384957387055008|0.00224492426326836|6.31117829653602|1.50287672776155e-16|3.18829425860889e-17|Crab Pulsar (0.06°), Crab (0.06°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.05°)
4.99676027759854e+18|4.99678331640146e+18|3|0.987315590964334|-2.5|1.45970275602483|0.384253730189734|0.00140498276535843|7.95258904442151|1.52387696874596e-16|2.58892149549621e-17|Crab Pulsar (0.00°), Crab (0.01°), 3FHL J0534.5+2201 (0.00°), 3FGL J0534.5+2201i (0.00°), 3FGL J0534.5+2201s (0.00°), 3FGL J0534.5+2201 (0.01°)
4.99678019728167e+18|4.99680277671833e+18|3|0.996191366449583|-3.0|2.89589285055581|0.663474859970026|0.00102342718575937|5.46525914323832|2.56015284689415e-16|5.04914973156218e-17|
4.99678025315301e+18|4.99680282684699e+18|3|0.996190397546182|-3.0|2.89973217166469|0.664301811916638|0.00254803904062769|6.11664130947621|2.74089909253696e-16|4.9491921167849e-17|Markarian 421 (0.14°), 3FHL J1104.4+3812 (0.14°), 3FGL J1104.4+3812 (0.15°)
4.9967913975423e+18|4.9968134324577e+18|3|0.99115280470106|-2.5|3.69388157285351|0.726758729551047|0.00288002697340655|5.12355007880042|1.52751980113763e-16|3.82844394811362e-17|
4.99684645356125e+18|4.99686949043875e+18|1|0.961313507008739|-2.5|1.46047104997107|0.38355280606387|0.00199876113839927|5.61909187154493|1.93573156020635e-16|4.91221722007584e-17|Crab Pulsar (0.06°), Crab (0.06°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.06°)
4.99684644259854e+18|4.99686948140146e+18|2|0.974391794489831|-2.5|1.45970275602483|0.384253730189734|0.00142203823017901|7.17113751562118|1.71733915810475e-16|3.29793422376382e-17|Crab Pulsar (0.00°), Crab (0.01°), 3FHL J0534.5+2201 (0.00°), 3FGL J0534.5+2201i (0.00°), 3FGL J0534.5+2201s (0.00°), 3FGL J0534.5+2201 (0.01°)
4.99684644259854e+18|4.99686948140146e+18|3|0.97442117101613|-2.5|1.45970275602483|0.384253730189734|0.00142203823017901|8.39222791342102|1.62751226599742e-16|2.66644381607429e-17|Crab Pulsar (0.00°), Crab (0.01°), 3FHL J0534.5+2201 (0.00°), 3FGL J0534.5+2201i (0.00°), 3FGL J0534.5+2201s (0.00°), 3FGL J0534.5+2201 (0.01°)
4.99693260559854e+18|4.99695564440146e+18|2|0.974039276175402|-2.5|1.45970132488929|0.384253510651992|0.00142203823017901|6.8477982993167|1.69304187846709e-16|3.33517677586744e-17|Crab Pulsar (0.00°), Crab (0.01°), 3FHL J0534.5+2201 (0.00°), 3FGL J0534.5+2201i (0.00°), 3FGL J0534.5+2201s (0.00°), 3FGL J0534.5+2201 (0.01°)
4.99693260559854e+18|4.99695564440146e+18|3|0.978515133724649|-2.5|1.45970132488929|0.384253510651992|0.00142203823017901|8.19823260569662|1.64497757976832e-16|2.67450900206005e-17|Crab Pulsar (0.00°), Crab (0.01°), 3FHL J0534.5+2201 (0.00°), 3FGL J0534.5+2201i (0.00°), 3FGL J0534.5+2201s (0.00°), 3FGL J0534.5+2201 (0.01°)
4.99693261564239e+18|4.99695565635761e+18|2|0.97404143081052|-2.5|1.46046691931244|0.38495716790891|0.00199876113834373|6.93844510137567|1.67994793480532e-16|3.31577163087016e-17|Crab Pulsar (0.06°), Crab (0.06°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.05°)
4.99693261564239e+18|4.99695565635761e+18|3|0.978516916881685|-2.5|1.46046691931244|0.38495716790891|0.00140458321887874|8.21575733621896|1.62247066543274e-16|2.6609579785185e-17|Crab Pulsar (0.06°), Crab (0.06°), 3FHL J0534.5+2201 (0.06°), 3FGL J0534.5+2201i (0.06°), 3FGL J0534.5+2201s (0.06°), 3FGL J0534.5+2201 (0.05°)
4.99693765664162e+18|4.99695869335838e+18|2|0.981049682650582|-3.0|1.7555151885846|0.0896554910387519|0.00210462805695993|5.2503420400722|2.37516483999748e-16|5.10876358811098e-17|
4.99700590267634e+18|4.99702638332366e+18|1|1.0|-2.0|0.428736727295529|0.0408392597916447|0.00238944929122712|5.08107716051171|6.687179221811e-17|2.40549932575312e-17|
4.99702008581198e+18|4.99704019818802e+18|2|0.99241780286151|-2.5|1.44960762637417|0.0141627939488267|0.00201205630958934|5.51670016639893|1.82660740674949e-16|4.45635089090446e-17|
4.99701870853052e+18|4.99704174346948e+18|3|0.982689947613885|-2.5|1.45510187577652|0.382841577992239|0.000999386022386068|5.44118870135744|1.2223368192203e-16|2.6818039528237e-17|
4.99701877774985e+18|4.99704182225015e+18|1|1.0|-2.5|1.4604637297889|0.386362399962524|0.00199873556221094|5.10129145143572|1.60248813874815e-16|4.2993608641479e-17|Crab Pulsar (0.13°), Crab (0.13°), 3FHL J0534.5+2201 (0.12°), 3FGL J0534.5+2201i (0.12°), 3FGL J0534.5+2201s (0.12°), 3FGL J0534.5+2201 (0.12°)
4.99701877774985e+18|4.99704182225015e+18|2|0.993382542557081|-2.5|1.4604637297889|0.386362399962524|0.00199874772859233|6.78737417095779|1.57307343481807e-16|3.12728331389078e-17|Crab Pulsar (0.13°), Crab (0.13°), 3FHL J0534.5+2201 (0.12°), 3FGL J0534.5+2201i (0.12°), 3FGL J0534.5+2201s (0.12°), 3FGL J0534.5+2201 (0.12°)
4.99701878969283e+18|4.99704183230717e+18|3|0.982695713511235|-2.5|1.46123202784866|0.385660876347839|0.00199874148888187|8.53885859565127|1.62441309539808e-16|2.61121362118426e-17|Crab Pulsar (0.12°), Crab (0.12°), 3FHL J0534.5+2201 (0.11°), 3FGL J0534.5+2201i (0.11°), 3FGL J0534.5+2201s (0.11°), 3FGL J0534.5+2201 (0.11°)
4.99710493169283e+18|4.99712797430717e+18|2|0.980858421988051|-2.5|1.45969765656813|0.385658112775492|0.00199874148882633|6.52336641422901|1.58491472796435e-16|3.15018208943353e-17|Crab Pulsar (0.08°), Crab (0.08°), 3FHL J0534.5+2201 (0.08°), 3FGL J0534.5+2201i (0.08°), 3FGL J0534.5+2201s (0.08°), 3FGL J0534.5+2201 (0.07°)
